applicant_id,full_name,age,gender,marital_status,education_level,city,state,employment_type,years_employed,annual_income_inr,monthly_expenses_inr,loan_purpose,loan_amount_inr,loan_tenure_months,credit_score,debt_to_income_ratio,existing_loans,previous_defaults,property_ownership,has_collateral,collateral_value_inr,co_applicant,bank_account_age_years,num_credit_inquiries_6m,savings_balance_inr,risk_level,approval_status,interest_rate_pct,application_date,processing_branch,income_to_loan_ratio,savings_months_cover,age_group,application_month
LOAN101594,Vivek Reddy,58,Male,Married,Bachelor's,Surat,Gujarat,Business Owner,1.6,2132020,119494,Business Loan,4100114,180,665,0.433,3,0,Rented,No,0,Yes,18.9,0,4679501,medium,Approved,13.36,2025-12-13,Mumbai,0.52,39.16,51–64,2025-12
LOAN101595,Kavya Mishra,50,Female,Single,Diploma,Jaipur,Rajasthan,Unemployed,0.0,54273,2335,Car Loan,1211563,36,801,0.242,0,0,Parental,Yes,1020477,Yes,14.0,3,37137,low,Approved,9.69,2025-12-09,Hyderabad,0.0448,15.9,41–50,2025-12
LOAN101596,Suresh Sharma,28,Male,Married,Master's,Lucknow,Uttar Pradesh,Freelancer,15.3,267480,6772,Home Loan,6009995,120,800,0.208,0,0,Owned,Yes,8910202,No,1.6,2,207458,low,Approved,9.54,2025-12-22,Mumbai,0.0445,30.63,21–30,2025-12
LOAN101597,Rekha Kapoor,30,Male,Married,High School,Pune,Maharashtra,Unemployed,0.0,60777,2529,Gold Loan,316249,240,702,0.551,3,0,Owned,Yes,349218,Yes,7.2,7,51684,medium,Rejected,0.0,2026-03-26,Pune,0.1922,20.44,21–30,2026-03
LOAN101598,Suman Chaudhary,37,Female,Divorced,Bachelor's,Indore,Madhya Pradesh,Freelancer,17.4,374230,14282,Gold Loan,289720,60,680,0.466,3,0,Company Provided,Yes,302273,Yes,11.0,4,454967,medium,Under Review,0.0,2025-11-12,Ahmedabad,1.2917,31.86,31–40,2025-11
LOAN101599,Riya Kapoor,43,Female,Single,High School,Jaipur,Rajasthan,Salaried,2.5,501858,15788,Business Loan,2372116,240,786,0.156,2,0,Parental,No,0,Yes,19.0,3,115417,low,Approved,9.56,2026-01-13,Bangalore,0.2116,7.31,41–50,2026-01
LOAN101600,Anil Nair,52,Female,Married,Bachelor's,Nagpur,Maharashtra,Freelancer,2.9,674918,38300,Business Loan,4849251,48,595,0.426,5,2,Rented,No,0,Yes,0.7,6,1846599,high,Rejected,0.0,2026-04-26,Kolkata,0.1392,48.21,51–64,2026-04
LOAN101601,Rajesh Verma,35,Female,Widowed,Master's,Surat,Gujarat,Business Owner,2.2,1201916,59880,Home Loan,5983060,120,700,0.179,1,0,Parental,No,0,Yes,3.6,5,2570737,low,Approved,11.39,2026-03-14,Kolkata,0.2009,42.93,31–40,2026-03
LOAN101602,Geeta Agarwal,43,Other,Married,Diploma,Vadodara,Gujarat,Unemployed,0.0,27246,804,Business Loan,2156374,12,657,0.275,1,1,Company Provided,Yes,2041997,Yes,5.8,7,22088,medium,Approved,12.73,2026-03-27,Hyderabad,0.0126,27.47,41–50,2026-03
LOAN101603,Sneha Gupta,53,Female,Married,High School,Vadodara,Gujarat,Freelancer,3.2,370818,9707,Car Loan,425846,240,720,0.342,1,0,Rented,Yes,488915,No,20.7,5,820761,medium,Under Review,0.0,2026-04-21,Mumbai,0.8708,84.55,51–64,2026-04
LOAN101604,Nikhil Sharma,48,Female,Married,Diploma,Bangalore,Karnataka,Unemployed,0.0,5939,194,Gold Loan,68396,60,609,0.307,4,1,Rented,Yes,64503,Yes,16.0,2,9712,medium,Approved,13.86,2025-12-24,Chennai,0.0868,50.06,41–50,2025-12
LOAN101605,Rajesh Chaudhary,24,Other,Single,Bachelor's,Vadodara,Gujarat,Unemployed,0.0,41411,1676,Personal Loan,260076,84,588,0.579,5,3,Company Provided,Yes,231342,Yes,15.0,1,99916,high,Rejected,0.0,2025-11-21,Hyderabad,0.1592,59.62,21–30,2025-11
LOAN101606,Divya Rao,62,Female,Divorced,Diploma,Ahmedabad,Gujarat,Salaried,8.0,540754,15246,Education Loan,761737,120,644,0.479,5,1,Company Provided,Yes,815297,Yes,11.9,7,1093791,medium,Under Review,0.0,2026-01-13,Ahmedabad,0.7099,71.74,51–64,2026-01
LOAN101607,Shreya Agarwal,32,Other,Divorced,PhD,Kolkata,West Bengal,Salaried,12.8,688561,21900,Personal Loan,436329,48,542,0.721,2,1,Rented,No,0,Yes,16.1,7,1196643,high,Rejected,0.0,2026-03-09,Kolkata,1.5781,54.64,31–40,2026-03
LOAN101608,Sunita Mehta,29,Male,Divorced,High School,Lucknow,Uttar Pradesh,Unemployed,0.0,11061,364,Business Loan,2863553,180,705,0.42,2,0,Owned,Yes,4019729,No,19.1,5,27449,low,Approved,12.5,2026-01-17,Hyderabad,0.0039,75.41,21–30,2026-01
LOAN101609,Lata Pillai,56,Female,Single,Master's,Pune,Maharashtra,Business Owner,0.7,1553346,72294,Home Loan,5213580,12,710,0.145,1,0,Rented,No,0,No,12.6,1,2236107,low,Approved,11.03,2026-02-17,Pune,0.2979,30.93,51–64,2026-02
LOAN101610,Sanjay Reddy,43,Male,Divorced,Diploma,Mumbai,Maharashtra,Self-Employed,14.6,1131183,60575,Car Loan,761586,240,680,0.483,3,0,Company Provided,No,0,Yes,4.2,6,1141929,medium,Under Review,0.0,2025-12-11,Pune,1.4853,18.85,41–50,2025-12
LOAN101611,Lata Shah,48,Female,Single,Diploma,Pune,Maharashtra,Self-Employed,11.7,1060032,46158,Gold Loan,316706,180,653,0.368,2,1,Parental,Yes,389725,No,19.8,4,947340,medium,Approved,13.28,2026-02-01,Pune,3.3471,20.52,41–50,2026-02
LOAN101612,Suman Singh,49,Male,Married,Master's,Bangalore,Karnataka,Business Owner,10.5,2832879,159586,Car Loan,846959,24,642,0.438,5,0,Company Provided,No,0,No,5.9,5,6350096,medium,Approved,13.85,2026-03-23,Hyderabad,3.3448,39.79,41–50,2026-03
LOAN101613,Geeta Mehta,54,Female,Widowed,Bachelor's,Delhi,Delhi,Freelancer,14.2,523261,22923,Gold Loan,339349,180,576,0.492,4,3,Owned,No,0,No,16.9,6,34017,high,Rejected,0.0,2026-04-10,Delhi,1.542,1.48,51–64,2026-04
LOAN101614,Arjun Verma,55,Female,Divorced,Bachelor's,Pune,Maharashtra,Salaried,10.6,761305,42480,Business Loan,1624773,12,644,0.371,1,0,Company Provided,Yes,2150310,Yes,16.8,1,1192652,medium,Under Review,0.0,2025-11-28,Hyderabad,0.4686,28.08,51–64,2025-11
LOAN101615,Riya Kumar,25,Female,Divorced,Bachelor's,Vadodara,Gujarat,Business Owner,16.0,2360692,109260,Home Loan,5562674,180,580,0.647,4,1,Owned,Yes,6784398,Yes,7.5,2,5349611,medium,Rejected,0.0,2026-03-02,Ahmedabad,0.4244,48.96,21–30,2026-03
LOAN101616,Suresh Malhotra,44,Male,Divorced,Diploma,Bangalore,Karnataka,Freelancer,10.1,498322,20782,Education Loan,1195838,60,659,0.352,5,0,Owned,Yes,1408330,No,10.0,3,531745,medium,Under Review,0.0,2026-04-12,Chennai,0.4167,25.59,41–50,2026-04
LOAN101617,Nikhil Nair,43,Male,Divorced,Bachelor's,Jaipur,Rajasthan,Freelancer,9.1,330247,8733,Business Loan,974370,60,628,0.546,4,1,Company Provided,Yes,1122201,No,15.7,7,506903,medium,Approved,14.67,2026-01-23,Bangalore,0.3389,58.04,41–50,2026-01
LOAN101618,Amit Nair,36,Female,Married,Bachelor's,Jaipur,Rajasthan,Business Owner,10.5,1854465,103870,Home Loan,2527600,36,753,0.184,1,0,Parental,Yes,3488312,Yes,9.3,7,2983369,low,Approved,10.36,2025-12-03,Hyderabad,0.7337,28.72,31–40,2025-12
LOAN101619,Meera Pillai,25,Female,Single,High School,Pune,Maharashtra,Self-Employed,13.9,387475,16417,Home Loan,6772998,36,526,0.769,1,1,Owned,No,0,Yes,8.6,3,374109,high,Rejected,0.0,2025-11-26,Ahmedabad,0.0572,22.79,21–30,2025-11
LOAN101620,Nikhil Nair,21,Female,Widowed,PhD,Ahmedabad,Gujarat,Freelancer,12.0,670515,19501,Education Loan,1413876,12,580,0.612,3,1,Owned,No,0,No,2.5,7,384464,medium,Under Review,0.0,2026-02-07,Mumbai,0.4742,19.72,21–30,2026-02
LOAN101621,Manoj Singh,28,Other,Single,High School,Surat,Gujarat,Self-Employed,19.6,822667,42170,Gold Loan,394816,120,610,0.714,4,3,Parental,Yes,512120,Yes,8.2,1,1502539,high,Rejected,0.0,2026-03-10,Chennai,2.0837,35.63,21–30,2026-03
LOAN101622,Rahul Sharma,46,Male,Married,PhD,Pune,Maharashtra,Business Owner,14.4,1554549,56416,Car Loan,942170,240,672,0.416,4,0,Company Provided,Yes,1093800,Yes,19.9,0,130748,medium,Approved,13.14,2026-04-27,Delhi,1.65,2.32,41–50,2026-04
LOAN101623,Divya Malhotra,30,Male,Widowed,High School,Surat,Gujarat,Self-Employed,2.3,758364,34069,Personal Loan,429284,84,777,0.4,1,0,Owned,No,0,Yes,22.9,3,1437208,low,Approved,10.96,2026-01-29,Mumbai,1.7666,42.19,21–30,2026-01
LOAN101624,Lata Kapoor,38,Female,Widowed,High School,Nagpur,Maharashtra,Business Owner,13.6,1925333,80329,Personal Loan,413535,24,753,0.301,1,0,Company Provided,Yes,395268,Yes,12.3,1,3142125,low,Approved,10.95,2025-11-21,Ahmedabad,4.6558,39.12,31–40,2025-11
LOAN101625,Neha Rao,41,Male,Widowed,High School,Vadodara,Gujarat,Unemployed,0.0,47675,2145,Car Loan,347042,48,700,0.347,1,0,Owned,Yes,510421,Yes,24.1,2,33325,low,Approved,12.23,2026-03-30,Delhi,0.1374,15.54,41–50,2026-03
LOAN101626,Ananya Patel,54,Male,Widowed,High School,Jaipur,Rajasthan,Self-Employed,3.1,648876,36458,Personal Loan,329490,84,635,0.315,2,1,Company Provided,Yes,450036,No,9.4,0,1096101,medium,Under Review,0.0,2026-01-26,Bangalore,1.9693,30.06,51–64,2026-01
LOAN101627,Anil Agarwal,62,Other,Married,High School,Mumbai,Maharashtra,Freelancer,8.3,513244,23945,Personal Loan,220718,240,681,0.253,5,0,Owned,Yes,328240,No,15.0,0,1282593,medium,Under Review,0.0,2026-04-16,Pune,2.3253,53.56,51–64,2026-04
LOAN101628,Rajesh Singh,55,Other,Single,High School,Pune,Maharashtra,Business Owner,2.8,1176167,55563,Education Loan,1480927,24,726,0.159,0,0,Rented,No,0,Yes,21.9,1,2191216,low,Approved,10.78,2025-11-30,Chennai,0.7942,39.44,51–64,2025-11
LOAN101629,Vivek Patel,21,Female,Married,Diploma,Nagpur,Maharashtra,Self-Employed,11.9,1061251,30600,Home Loan,2619262,36,633,0.38,5,0,Parental,Yes,3416697,No,15.2,3,1790506,medium,Approved,13.74,2025-11-09,Delhi,0.4052,58.51,21–30,2025-11
LOAN101630,Pooja Rao,46,Male,Divorced,Diploma,Pune,Maharashtra,Salaried,11.6,535454,14975,Business Loan,5204744,120,734,0.322,2,0,Rented,Yes,4340140,Yes,21.1,2,1278765,low,Approved,11.43,2026-05-03,Delhi,0.1029,85.39,41–50,2026-05
LOAN101631,Rekha Agarwal,23,Male,Single,PhD,Vadodara,Gujarat,Freelancer,17.9,666019,27741,Personal Loan,54713,24,634,0.627,1,0,Owned,No,0,No,1.4,6,1554848,medium,Under Review,0.0,2026-03-05,Ahmedabad,12.173,56.05,21–30,2026-03
LOAN101632,Vikram Reddy,33,Other,Single,Master's,Hyderabad,Telangana,Freelancer,11.5,266996,14041,Business Loan,1496569,84,641,0.355,5,0,Company Provided,No,0,No,8.8,4,353765,medium,Approved,13.46,2025-12-13,Chennai,0.1784,25.2,31–40,2025-12
LOAN101633,Karan Verma,24,Other,Divorced,High School,Hyderabad,Telangana,Unemployed,0.0,78739,2769,Gold Loan,337750,240,610,0.812,4,3,Owned,Yes,279803,No,15.7,3,109461,high,Rejected,0.0,2025-11-19,Kolkata,0.2331,39.53,21–30,2025-11
LOAN101634,Suresh Mishra,23,Other,Single,PhD,Lucknow,Uttar Pradesh,Freelancer,13.7,618452,32085,Car Loan,1021470,84,569,0.782,1,2,Rented,Yes,1141898,Yes,2.8,6,1742523,high,Rejected,0.0,2026-02-20,Kolkata,0.6055,54.31,21–30,2026-02
LOAN101635,Rahul Kapoor,34,Male,Married,Master's,Lucknow,Uttar Pradesh,Self-Employed,19.8,1083000,31749,Business Loan,1193304,120,745,0.143,2,0,Company Provided,Yes,1698186,No,2.6,0,2477619,low,Approved,10.31,2026-01-25,Bangalore,0.9076,78.04,31–40,2026-01
LOAN101636,Sanjay Verma,32,Female,Widowed,PhD,Bangalore,Karnataka,Unemployed,0.0,6086,272,Education Loan,1352575,120,790,0.103,1,0,Company Provided,No,0,No,16.4,4,2547,low,Approved,9.21,2026-01-30,Pune,0.0045,9.36,31–40,2026-01
LOAN101637,Lata Chaudhary,55,Male,Married,High School,Delhi,Delhi,Self-Employed,6.3,777123,37996,Education Loan,2031227,180,686,0.579,3,1,Rented,No,0,No,4.1,2,449929,medium,Under Review,0.0,2026-03-14,Hyderabad,0.3826,11.84,51–64,2026-03
LOAN101638,Shreya Iyer,56,Other,Widowed,High School,Hyderabad,Telangana,Self-Employed,0.5,562945,22566,Personal Loan,345277,120,786,0.391,1,0,Owned,Yes,402501,No,23.9,2,122084,low,Approved,10.73,2026-03-27,Mumbai,1.6304,5.41,51–64,2026-03
LOAN101639,Kavya Sharma,26,Female,Married,Bachelor's,Bangalore,Karnataka,Business Owner,15.5,2825679,133172,Gold Loan,178966,48,720,0.382,4,0,Rented,Yes,189708,Yes,3.6,0,6124924,medium,Under Review,0.0,2026-04-03,Mumbai,15.7889,45.99,21–30,2026-04
LOAN101640,Karan Joshi,23,Other,Single,Bachelor's,Jaipur,Rajasthan,Unemployed,0.0,9627,532,Home Loan,2140492,36,736,0.422,1,0,Owned,No,0,No,21.6,7,23412,low,Approved,11.89,2025-12-18,Kolkata,0.0045,44.01,21–30,2025-12
LOAN101641,Rajesh Bose,31,Female,Married,Bachelor's,Vadodara,Gujarat,Unemployed,0.0,29373,778,Car Loan,328321,60,781,0.343,2,0,Rented,Yes,419147,Yes,23.2,4,38475,low,Approved,10.6,2025-12-20,Bangalore,0.0895,49.45,31–40,2025-12
LOAN101642,Rohan Pillai,48,Male,Single,High School,Rajkot,Gujarat,Self-Employed,18.8,643756,33346,Home Loan,1596257,48,761,0.272,0,0,Company Provided,Yes,2110393,Yes,21.6,5,341025,low,Approved,10.64,2026-01-20,Hyderabad,0.4033,10.23,41–50,2026-01
LOAN101643,Pooja Rao,57,Male,Widowed,Diploma,Hyderabad,Telangana,Freelancer,13.7,655740,33163,Business Loan,3190580,120,797,0.384,0,0,Parental,Yes,3561200,Yes,5.3,5,1497530,low,Approved,10.48,2025-12-29,Bangalore,0.2055,45.16,51–64,2025-12
LOAN101644,Priya Singh,49,Female,Married,PhD,Hyderabad,Telangana,Business Owner,3.0,1338372,34585,Personal Loan,73283,60,720,0.362,2,0,Owned,No,0,Yes,6.7,5,1510077,low,Approved,11.91,2025-12-14,Bangalore,18.2631,43.66,41–50,2025-12
LOAN101645,Amit Patel,39,Other,Married,PhD,Chennai,Tamil Nadu,Unemployed,0.0,26177,1130,Education Loan,757050,36,688,0.253,3,0,Company Provided,Yes,806851,No,8.4,7,55078,medium,Approved,12.01,2025-12-27,Kolkata,0.0346,48.74,31–40,2025-12
LOAN101646,Vinod Mehta,35,Other,Widowed,PhD,Bangalore,Karnataka,Salaried,9.7,464853,17198,Gold Loan,197888,36,819,0.119,0,0,Rented,No,0,Yes,9.6,7,1051819,low,Approved,8.71,2026-03-31,Pune,2.3491,61.16,31–40,2026-03
LOAN101647,Karan Joshi,25,Male,Single,High School,Indore,Madhya Pradesh,Self-Employed,6.3,997005,51687,Home Loan,5182666,12,544,0.616,2,2,Owned,Yes,5078220,No,23.1,1,1095351,high,Rejected,0.0,2025-12-04,Pune,0.1924,21.19,21–30,2025-12
LOAN101648,Rekha Shah,57,Female,Single,High School,Bangalore,Karnataka,Business Owner,18.7,1343436,64194,Personal Loan,337036,180,726,0.209,0,0,Parental,No,0,Yes,6.1,3,1030368,low,Approved,11.03,2026-02-23,Kolkata,3.986,16.05,51–64,2026-02
LOAN101649,Ananya Mehta,56,Other,Divorced,Diploma,Mumbai,Maharashtra,Self-Employed,9.6,525769,18305,Business Loan,3476534,120,806,0.395,1,0,Company Provided,No,0,No,18.6,7,868084,low,Approved,10.36,2026-02-02,Pune,0.1512,47.42,51–64,2026-02
LOAN101650,Manoj Verma,30,Male,Divorced,PhD,Indore,Madhya Pradesh,Salaried,2.3,608984,27216,Gold Loan,378877,240,641,0.459,1,1,Company Provided,No,0,No,5.8,4,815709,medium,Approved,13.97,2026-03-09,Bangalore,1.6073,29.97,21–30,2026-03
LOAN101651,Sneha Joshi,62,Other,Divorced,Bachelor's,Mumbai,Maharashtra,Freelancer,4.6,497692,21678,Personal Loan,501161,12,767,0.433,2,0,Company Provided,No,0,Yes,7.6,3,328417,low,Approved,11.32,2026-04-04,Ahmedabad,0.9931,15.15,51–64,2026-04
LOAN101652,Riya Nair,36,Male,Widowed,High School,Chennai,Tamil Nadu,Unemployed,0.0,63617,2059,Car Loan,1753556,120,610,0.65,1,1,Company Provided,Yes,2290389,No,21.6,4,187475,high,Rejected,0.0,2026-02-03,Pune,0.0363,91.05,31–40,2026-02
LOAN101653,Suman Gupta,32,Other,Married,High School,Delhi,Delhi,Salaried,14.5,408916,18142,Home Loan,5017550,180,616,0.401,4,0,Rented,Yes,4557232,No,21.7,3,668453,medium,Under Review,0.0,2026-01-01,Ahmedabad,0.0815,36.85,31–40,2026-01
LOAN101654,Geeta Rao,52,Other,Widowed,PhD,Jaipur,Rajasthan,Freelancer,15.9,591422,18060,Car Loan,687974,120,639,0.355,2,1,Owned,Yes,986841,No,10.3,3,1716032,medium,Approved,13.49,2026-04-26,Ahmedabad,0.8597,95.02,51–64,2026-04
LOAN101655,Rahul Pillai,24,Other,Divorced,PhD,Bangalore,Karnataka,Unemployed,0.0,70453,3823,Personal Loan,268483,48,652,0.288,5,1,Owned,Yes,253423,Yes,24.2,7,140242,medium,Approved,12.9,2026-01-14,Hyderabad,0.2624,36.68,21–30,2026-01
LOAN101656,Sunita Singh,37,Female,Single,Bachelor's,Pune,Maharashtra,Salaried,1.1,754162,32909,Car Loan,851770,60,732,0.163,2,0,Rented,Yes,960266,No,6.7,4,2150558,low,Approved,10.67,2026-04-10,Delhi,0.8854,65.35,31–40,2026-04
LOAN101657,Rajesh Rao,42,Other,Divorced,Diploma,Nagpur,Maharashtra,Freelancer,18.6,557202,15290,Gold Loan,107574,84,763,0.303,1,0,Rented,Yes,127662,No,14.6,4,352226,low,Approved,10.76,2026-04-08,Chennai,5.1797,23.04,41–50,2026-04
LOAN101658,Kavya Pillai,60,Female,Widowed,Master's,Kolkata,West Bengal,Freelancer,10.2,402937,14990,Car Loan,573502,120,506,0.551,1,3,Rented,No,0,No,19.8,2,525501,high,Rejected,0.0,2026-03-12,Ahmedabad,0.7026,35.06,51–64,2026-03
LOAN101659,Neha Malhotra,25,Female,Married,Master's,Hyderabad,Telangana,Salaried,1.9,758238,38837,Education Loan,1088935,60,615,0.649,5,1,Rented,Yes,1294502,Yes,5.4,3,1395498,medium,Under Review,0.0,2025-11-12,Kolkata,0.6963,35.93,21–30,2025-11
LOAN101660,Shreya Kumar,49,Female,Divorced,PhD,Mumbai,Maharashtra,Freelancer,1.1,687527,39349,Home Loan,3518906,84,610,0.79,3,1,Parental,No,0,No,5.0,0,437603,high,Rejected,0.0,2026-03-01,Kolkata,0.1954,11.12,41–50,2026-03
LOAN101661,Suman Pillai,63,Female,Single,Master's,Jaipur,Rajasthan,Unemployed,0.0,60939,3102,Car Loan,387445,24,746,0.192,2,0,Parental,Yes,333559,No,17.7,3,6381,low,Approved,10.54,2025-11-25,Delhi,0.1573,2.06,51–64,2025-11
LOAN101662,Amit Bose,31,Other,Married,Master's,Pune,Maharashtra,Business Owner,18.5,2711644,108654,Education Loan,946720,48,714,0.286,1,0,Owned,Yes,1379394,No,3.4,7,6542769,low,Approved,11.65,2026-03-16,Kolkata,2.8643,60.22,31–40,2026-03
LOAN101663,Vikram Bose,48,Male,Divorced,Bachelor's,Hyderabad,Telangana,Self-Employed,3.9,1082599,49454,Education Loan,663806,60,709,0.178,0,0,Company Provided,Yes,710848,Yes,16.8,1,2458710,low,Approved,11.21,2026-01-31,Hyderabad,1.6309,49.72,41–50,2026-01
LOAN101664,Rahul Iyer,62,Other,Single,Master's,Kolkata,West Bengal,Freelancer,17.6,446872,21240,Business Loan,3722436,48,682,0.313,3,0,Rented,No,0,Yes,18.4,2,1142937,medium,Approved,12.42,2026-05-03,Pune,0.12,53.81,51–64,2026-05
LOAN101665,Neha Agarwal,44,Male,Single,PhD,Nagpur,Maharashtra,Unemployed,0.0,43734,1593,Personal Loan,440113,120,497,0.629,4,3,Company Provided,Yes,549523,Yes,23.6,1,66817,high,Rejected,0.0,2026-01-02,Ahmedabad,0.0994,41.94,41–50,2026-01
LOAN101666,Amit Mehta,59,Male,Widowed,Master's,Chennai,Tamil Nadu,Self-Employed,8.5,754764,39993,Gold Loan,328064,48,675,0.647,2,0,Company Provided,No,0,No,15.1,7,1837851,medium,Rejected,0.0,2026-02-26,Hyderabad,2.3007,45.95,51–64,2026-02
LOAN101667,Geeta Singh,46,Female,Divorced,Diploma,Chennai,Tamil Nadu,Unemployed,0.0,69890,2388,Education Loan,373775,120,714,0.404,4,0,Company Provided,Yes,553453,No,21.7,2,137049,medium,Under Review,0.0,2025-11-22,Bangalore,0.187,57.39,41–50,2025-11
LOAN101668,Vinod Pillai,21,Other,Widowed,Bachelor's,Jaipur,Rajasthan,Business Owner,10.2,1582675,85912,Home Loan,7196040,84,686,0.347,2,0,Parental,Yes,7131459,No,22.0,3,1185770,medium,Under Review,0.0,2026-02-04,Ahmedabad,0.2199,13.8,21–30,2026-02
LOAN101669,Arjun Mehta,30,Other,Divorced,Master's,Hyderabad,Telangana,Unemployed,0.0,70328,3118,Home Loan,6782919,180,445,0.636,2,3,Rented,No,0,Yes,6.6,4,128170,high,Rejected,0.0,2026-02-16,Mumbai,0.0104,41.11,21–30,2026-02
LOAN101670,Aarav Mishra,42,Male,Married,Bachelor's,Vadodara,Gujarat,Business Owner,4.6,2877869,152376,Home Loan,7991012,180,691,0.339,1,1,Parental,No,0,Yes,1.6,2,6410104,medium,Under Review,0.0,2026-03-29,Pune,0.3601,42.07,41–50,2026-03
LOAN101671,Arjun Iyer,43,Female,Widowed,Bachelor's,Jaipur,Rajasthan,Business Owner,9.3,1895078,88292,Business Loan,1209702,48,489,0.791,3,2,Parental,No,0,No,21.7,2,4262831,high,Rejected,0.0,2026-03-02,Chennai,1.5666,48.28,41–50,2026-03
LOAN101672,Vivek Patel,42,Other,Divorced,High School,Kolkata,West Bengal,Self-Employed,11.6,529303,14174,Education Loan,1487754,48,625,0.579,1,0,Owned,No,0,Yes,4.9,3,790375,medium,Under Review,0.0,2026-04-23,Kolkata,0.3558,55.76,41–50,2026-04
LOAN101673,Anil Bose,45,Female,Widowed,Diploma,Chennai,Tamil Nadu,Unemployed,0.0,15906,672,Home Loan,4804638,84,511,0.452,1,1,Rented,Yes,4726128,Yes,11.0,0,13163,high,Rejected,0.0,2026-03-10,Hyderabad,0.0033,19.59,41–50,2026-03
LOAN101674,Aarav Rao,36,Other,Married,Master's,Surat,Gujarat,Freelancer,19.0,237405,6186,Gold Loan,203086,84,764,0.194,1,0,Company Provided,Yes,284017,Yes,18.3,5,614669,low,Approved,10.19,2026-01-04,Hyderabad,1.169,99.36,31–40,2026-01
LOAN101675,Sneha Shah,27,Male,Married,Master's,Indore,Madhya Pradesh,Freelancer,12.9,613745,34215,Education Loan,218736,12,632,0.442,2,0,Rented,Yes,193324,Yes,3.6,7,921448,medium,Under Review,0.0,2026-03-01,Hyderabad,2.8059,26.93,21–30,2026-03
LOAN101676,Lata Joshi,48,Female,Widowed,PhD,Lucknow,Uttar Pradesh,Unemployed,0.0,32132,1280,Gold Loan,381159,240,630,0.636,2,1,Parental,Yes,360184,Yes,12.5,1,7875,medium,Under Review,0.0,2026-04-23,Pune,0.0843,6.15,41–50,2026-04
LOAN101677,Nikhil Pillai,63,Male,Divorced,Master's,Kolkata,West Bengal,Business Owner,5.7,1255989,53626,Home Loan,7510307,12,788,0.387,0,0,Parental,No,0,Yes,20.2,0,907570,low,Approved,10.68,2025-12-23,Hyderabad,0.1672,16.92,51–64,2025-12
LOAN101678,Pooja Nair,26,Other,Married,Master's,Chennai,Tamil Nadu,Freelancer,6.9,331134,10317,Car Loan,746239,120,701,0.622,2,0,Owned,No,0,Yes,5.1,5,863355,medium,Rejected,0.0,2025-12-14,Chennai,0.4437,83.68,21–30,2025-12
LOAN101679,Shreya Pillai,33,Female,Divorced,Bachelor's,Kolkata,West Bengal,Freelancer,2.1,216144,11806,Personal Loan,584691,48,731,0.359,2,0,Parental,Yes,601024,Yes,1.1,3,645784,low,Approved,11.67,2025-11-25,Mumbai,0.3697,54.7,31–40,2025-11
LOAN101680,Shreya Patel,56,Male,Divorced,Diploma,Rajkot,Gujarat,Freelancer,17.0,684698,21835,Gold Loan,294943,84,612,0.424,3,1,Owned,No,0,Yes,15.4,3,1242346,medium,Approved,14.38,2025-11-26,Pune,2.3215,56.9,51–64,2025-11
LOAN101681,Meera Rao,51,Female,Divorced,Bachelor's,Indore,Madhya Pradesh,Freelancer,12.2,217724,12475,Car Loan,1309806,48,476,0.41,5,3,Rented,No,0,Yes,11.3,0,423662,high,Rejected,0.0,2026-04-04,Hyderabad,0.1662,33.96,51–64,2026-04
LOAN101682,Vivek Shah,24,Female,Married,High School,Delhi,Delhi,Business Owner,4.6,2976421,129814,Home Loan,1993035,36,741,0.339,1,0,Parental,No,0,Yes,1.0,3,1272918,low,Approved,11.38,2026-04-14,Bangalore,1.4934,9.81,21–30,2026-04
LOAN101683,Sanjay Kumar,24,Other,Single,PhD,Indore,Madhya Pradesh,Salaried,3.0,529340,17424,Gold Loan,294758,120,610,0.82,5,1,Owned,No,0,No,7.8,4,476014,high,Rejected,0.0,2026-01-10,Chennai,1.7958,27.32,21–30,2026-01
LOAN101684,Sanjay Verma,58,Female,Divorced,Bachelor's,Kolkata,West Bengal,Unemployed,0.0,28811,947,Personal Loan,305769,180,688,0.553,3,1,Owned,Yes,370237,No,21.5,4,46978,medium,Rejected,0.0,2025-12-31,Bangalore,0.0942,49.61,51–64,2025-12
LOAN101685,Priya Pillai,29,Female,Married,Bachelor's,Delhi,Delhi,Self-Employed,5.9,1179913,43858,Business Loan,5341384,36,770,0.253,1,0,Company Provided,Yes,7518806,No,19.5,4,2785957,low,Approved,10.37,2025-11-16,Delhi,0.2209,63.52,21–30,2025-11
LOAN101686,Suman Shah,37,Female,Divorced,Bachelor's,Mumbai,Maharashtra,Business Owner,18.8,2253042,112031,Personal Loan,419047,12,516,0.51,4,1,Company Provided,Yes,548763,No,3.0,7,5424562,high,Rejected,0.0,2026-05-01,Ahmedabad,5.3766,48.42,31–40,2026-05
LOAN101687,Geeta Sharma,25,Other,Married,Bachelor's,Mumbai,Maharashtra,Unemployed,0.0,51013,1765,Business Loan,2128351,60,768,0.305,0,0,Parental,Yes,2962057,Yes,6.3,5,52578,low,Approved,10.67,2026-01-11,Pune,0.024,29.79,21–30,2026-01
LOAN101688,Arjun Rao,63,Female,Single,High School,Jaipur,Rajasthan,Unemployed,0.0,66559,2790,Personal Loan,364516,84,464,0.753,5,1,Rented,Yes,489002,Yes,11.4,2,155687,high,Rejected,0.0,2026-02-17,Kolkata,0.1826,55.8,51–64,2026-02
